,Unnamed: 0,Step,Runoff_All(mm/day)_Delineated_Average,DON_Pool(gN/m2)_Delineated_Average,DOC_Pool(gC/m2)_Delineated_Average,NH4_Pool(gN/m2)_Delineated_Average,NO3_Pool(gN/m2)_Delineated_Average,Sfcwater_Temp_C,CO2,DOC_mg/L,CO2_calc,pH_calc_200,Criteria,Condition
1338,1338,1338,0.02326181903481484,1.733629584312439,64.35295104980469,0.21183282136917114,0.059032667428255074,20.4875,1.1506307647705079,4.602523059082031,4.523011963707271,0.0,Meets,Prefire
1339,1339,1339,0.029891150072216988,1.7340266704559326,64.40609741210939,0.21342703700065613,0.05938590317964554,18.6875,1.1515810217285158,4.606324086914063,4.526747326710991,0.0,Meets,Prefire
1340,1340,1340,0.03702107071876527,1.7344181537628174,64.46494293212889,0.21243280172348025,0.059610091149806976,20.1125,1.1526331796264646,4.610532718505858,4.530883251897278,0.0,Meets,Prefire
1341,1341,1341,0.0300825797021389,1.7347996234893799,64.52596282958984,0.21187275648117065,0.05980153381824493,20.6375,1.1537242153930665,4.614896861572266,4.535172002012661,0.0,Meets,Prefire
1342,1342,1342,0.02475154958665371,1.7351975440979004,64.59012603759766,0.21096892654895785,0.059945769608020776,21.3875,1.1548714535522462,4.619485814208985,4.539681677990451,0.0,Meets,Prefire
1343,1343,1343,0.019673321396112442,1.7355951070785522,64.65473175048828,0.21004699170589447,0.06005318462848664,21.6125,1.1560266036987306,4.624106414794922,4.544222455181881,0.0,Meets,Prefire
1344,1344,1344,0.01595371775329113,1.7359946966171265,64.71783447265625,0.20918485522270205,0.06012678891420365,21.3875,1.1571548803710938,4.628619521484375,4.548657595492499,0.0,Meets,Prefire
1345,1345,1345,0.013231199234724043,1.7363833189010618,64.77832794189453,0.2084680646657944,0.06016646698117256,20.8625,1.1582365036010742,4.632946014404297,4.552909345888206,0.0,Meets,Prefire
1346,1346,1346,0.01215071976184845,1.7367758750915527,64.83759307861328,0.20836959779262546,0.060278132557868964,20.5625,1.1592961642456054,4.637184656982422,4.55707476360467,0.0,Meets,Prefire
1347,1347,1347,0.013706127181649208,1.7371643781661987,64.89099884033203,0.209069699048996,0.0605231411755085,18.9875,1.1602510592651367,4.641004237060547,4.560828358354317,0.0,Meets,Prefire
1348,1348,1348,0.030847284942865368,1.7375470399856567,64.93370056152344,0.21222746372222895,0.06111688911914825,15.987499,1.161014566040039,4.644058264160156,4.56382962547057,0.0,Meets,Prefire
1349,1349,1349,0.07066281884908676,1.7379196882247925,64.97286224365234,0.2131088227033615,0.061480402946472175,15.0875,1.161714776916504,4.646859107666016,4.566582082877703,0.0,Meets,Prefire
1350,1350,1350,0.15514229238033295,1.7382668256759644,65.00926971435547,0.2164433300495148,0.06176856905221939,14.5625,1.1623657424926759,4.6494629699707035,4.56914096204132,0.0,Meets,Prefire
1351,1351,1351,0.3168953359127045,1.7386102676391602,65.04969787597656,0.21768750250339508,0.06198939681053161,16.2125,1.163088598022461,4.652354392089844,4.571982433266802,0.0,Meets,Prefire
1352,1352,1352,0.4490571618080139,1.7389339208602903,65.08955383300781,0.22023433446884155,0.06215069070458412,16.2125,1.1638012225341796,4.6552048901367185,4.574783687405681,0.0,Meets,Prefire
1353,1353,1353,0.7947261929512024,1.739246129989624,65.1221923828125,0.22370581328868866,0.062234926968812936,14.112499,1.1643847998046875,4.65753919921875,4.5770776700255364,0.0,Meets,Prefire
1354,1354,1354,0.5874449610710144,1.7395721673965454,65.16075134277344,0.224095419049263,0.06242385506629944,15.6875,1.165074234008789,4.660296936035156,4.579787765434781,0.0,Meets,Prefire
1355,1355,1355,0.2294635772705078,1.7399023771286009,65.2076416015625,0.2241045832633972,0.06263421475887299,17.712502,1.1659126318359374,4.66365052734375,4.583083421624971,0.0,Meets,Prefire
1356,1356,1356,0.11784298717975615,1.7402335405349731,65.25608825683594,0.22418516874313354,0.06283237040042877,18.0125,1.1667788580322265,4.667115432128906,4.586488468290721,0.0,Meets,Prefire
1357,1357,1357,0.077103391289711,1.7405645847320557,65.29203033447266,0.22513148188591006,0.0629422515630722,14.5625,1.1674215023803711,4.6696860095214845,4.589014637557234,0.0,Meets,Prefire
1358,1358,1358,0.05676315724849701,1.7408843040466309,65.32838439941406,0.226123109459877,0.0629933699965477,14.7125,1.1680715130615233,4.672286052246093,4.5915697631261,0.0,Meets,Prefire
1359,1359,1359,0.041021138429641724,1.74119234085083,65.37184143066406,0.22686535120010376,0.06304365396499634,16.9625,1.1688485247802733,4.675394099121093,4.59462411679667,0.0,Meets,Prefire
1360,1360,1360,0.03973063081502914,1.7415062189102173,65.41506195068361,0.2288012355566025,0.06316976249217987,16.8875,1.169621307678223,4.678485230712892,4.597661847404778,0.0,Meets,Prefire
1361,1361,1361,0.060318700969219215,1.7418088912963867,65.44429779052734,0.2316076457500457,0.063277468085289,12.3125,1.170144044494629,4.680576177978516,4.599716672416298,0.0,Meets,Prefire
1362,1362,1362,0.06744339317083359,1.7421029806137085,65.47834014892578,0.2321279644966125,0.06333769857883452,14.487499,1.1707527218627929,4.6830108874511716,4.602109320955286,0.0,Meets,Prefire
1363,1363,1363,0.047698039561510086,1.7423865795135498,65.51857757568361,0.2325319647789001,0.06339288502931595,16.2875,1.1714721670532229,4.6858886682128915,4.604937386485235,0.0,Meets,Prefire
1364,1364,1364,0.034937020391225815,1.7426798343658447,65.55667114257811,0.2328992635011673,0.06343172490596771,15.762501,1.1721532800292966,4.688613120117187,4.607614771997374,0.0,Meets,Prefire
1365,1365,1365,0.029952026903629306,1.7429585456848145,65.58615875244139,0.2342366427183151,0.0634460598230362,12.987499,1.1726805184936522,4.690722073974609,4.609687292527001,0.0,Meets,Prefire
1366,1366,1366,0.02704574167728424,1.7432183027267456,65.6103515625,0.2354671657085419,0.0634063109755516,10.8875,1.1731130859375,4.69245234375,4.6113876709485915,0.0,Meets,Prefire
1367,1367,1367,0.022305002436041832,1.7434738874435425,65.64138031005861,0.2365846782922745,0.06336643546819687,14.0375,1.173667879943848,4.694671519775392,4.613568509498137,0.0,Meets,Prefire
1368,1368,1368,0.01801026053726673,1.74373197555542,65.67910766601561,0.2372338026762009,0.06334564834833145,16.2875,1.174342445068359,4.697369780273436,4.616220156074849,0.0,Meets,Prefire
1369,1369,1369,0.014628669247031212,1.7439913749694824,65.715576171875,0.2375564277172089,0.06333370506763457,15.9125,1.174994501953125,4.6999780078125,4.618783325061037,0.0,Meets,Prefire
1370,1370,1370,0.012190203182399271,1.7442468404769895,65.74988555908203,0.23769474029541016,0.06332174688577652,15.387501,1.1756079537963868,4.702431815185547,4.621194741573775,0.0,Meets,Prefire
1371,1371,1371,0.010417785495519638,1.744496464729309,65.78056335449219,0.2378494739532471,0.06330166012048721,14.3375,1.1761564727783202,4.704625891113281,4.623350913643535,0.0,Meets,Prefire
1372,1372,1372,0.01082555577158928,1.7447186708450315,65.79817962646484,0.2401289492845536,0.06326977163553238,7.5875,1.1764714517211914,4.7058858068847655,4.624589063683098,0.0,Meets,Prefire
1373,1373,1373,0.011582648381590843,1.7449309825897217,65.81462097167969,0.2417608797550201,0.0632098913192749,7.4375,1.1767654229736328,4.707061691894531,4.625744634638168,0.0,Meets,Prefire
1374,1374,1374,0.010446967557072641,1.7451326847076416,65.83646392822266,0.243302583694458,0.06315384805202484,11.487499,1.1771559750366212,4.708623900146485,4.627279854890773,0.0,Meets,Prefire
1375,1375,1375,0.009181267581880093,1.7453408241271973,65.86652374267578,0.2443748116493225,0.06311290711164473,14.7875,1.177693444519043,4.710773778076172,4.629392592507003,0.0,Meets,Prefire
1376,1376,1376,0.007987889461219309,1.7455418109893799,65.8983154296875,0.24493494629859924,0.0630878210067749,15.612499,1.1782618798828126,4.7130475195312505,4.6316270538386854,0.0,Meets,Prefire
1377,1377,1377,0.007069710176438094,1.7457456588745115,65.92451477050781,0.2453118711709976,0.06306710839271545,13.6625,1.1787303240966798,4.714921296386719,4.633468460177298,0.0,Meets,Prefire
1378,1378,1378,0.00654082465916872,1.7459468841552734,65.94712829589844,0.24592699110507965,0.06304812431335449,12.1625,1.179134653930664,4.716538615722656,4.635057839439861,0.0,Meets,Prefire
1379,1379,1379,0.006158650387078525,1.7461403608322144,65.96583557128906,0.2465856671333313,0.0630221962928772,10.2125,1.1794691400146484,4.717876560058594,4.636372670057881,0.0,Meets,Prefire
1380,1380,1380,0.005758333951234818,1.7463186979293823,65.98274230957031,0.2474545091390609,0.06299303472042084,9.6125,1.1797714324951172,4.719085729980469,4.637560950910055,0.0,Meets,Prefire
1381,1381,1381,0.005374952685087918,1.7464920282363892,66.00386047363281,0.2481890171766281,0.06296811997890472,12.0875,1.1801490252685547,4.720596101074219,4.639045229519629,0.0,Meets,Prefire
1382,1382,1382,0.0055357008241117,1.7466650009155271,66.02161407470703,0.250110387802124,0.06295531243085861,10.0625,1.1804664596557617,4.721865838623047,4.640293031659976,0.0,Meets,Prefire
1383,1383,1383,0.0058596692979335785,1.7468304634094238,66.03354644775389,0.251562774181366,0.06293442845344542,6.0125,1.1806798104858396,4.722719241943358,4.64113169197261,0.0,Meets,Prefire
1384,1384,1384,0.005644048098474741,1.746981501579285,66.04612731933594,0.2530458867549896,0.06291147321462631,6.9125,1.1809047564697266,4.723619025878906,4.642015931650064,0.0,Meets,Prefire
1385,1385,1385,0.0053600426763296145,1.74712336063385,66.05886077880861,0.2545844614505768,0.06288933008909225,7.5125,1.1811324307250979,4.7245297229003915,4.6429108958839445,0.0,Meets,Prefire
1386,1386,1386,0.006402965635061264,1.7472621202468872,66.06906890869139,0.2586127519607544,0.06287385523319244,4.7375,1.181314952087402,4.725259808349608,4.643628368708947,0.0,Meets,Prefire
1387,1387,1387,0.007677518296986819,1.7473859786987305,66.08256530761719,0.2604405879974365,0.0628596618771553,8.1125,1.1815562677001954,4.726225070800782,4.644576955724966,0.0,Meets,Prefire
1388,1388,1388,0.00745551148429513,1.7475173473358154,66.09584045410156,0.2626583278179169,0.06284792721271515,8.2625,1.181793627319336,4.727174509277344,4.645509992134163,0.0,Meets,Prefire
1389,1389,1389,0.007465840317308903,1.7476444244384766,66.10782623291016,0.26465654373168945,0.06283766776323317,7.6625,1.1820079330444335,4.728031732177734,4.646352406041548,0.0,Meets,Prefire
1390,1390,1390,0.0070753414183855065,1.7477692365646362,66.12425231933594,0.26617854833602905,0.06283062696456909,10.4375,1.1823016314697266,4.729206525878906,4.647506904540975,0.0,Meets,Prefire
1391,1391,1391,0.006464140489697456,1.74789559841156,66.14193725585939,0.26744866371154785,0.06282761693000792,11.4125,1.1826178381347658,4.730471352539063,4.64874988063093,0.0,Meets,Prefire
1392,1392,1392,0.005923525430262089,1.7480211257934568,66.15952301025389,0.26847195625305176,0.06282792240381241,11.4125,1.1829322714233397,4.731729085693359,4.649985885759206,0.0,Meets,Prefire
1393,1393,1393,0.005451456177979708,1.748154878616333,66.1783447265625,0.26923033595085144,0.0628323182463646,11.9375,1.1832688037109376,4.73307521484375,4.651308759794547,0.0,Meets,Prefire
1394,1394,1394,0.005059669725596905,1.7482832670211792,66.19449615478516,0.26984354853630066,0.06283827871084212,10.6625,1.1835575912475587,4.734230364990235,4.652443954092403,0.0,Meets,Prefire
1395,1395,1395,0.00472997035831213,1.7484114170074463,66.21160888671875,0.27026790380477905,0.06284743547439575,11.4125,1.1838635668945312,4.735454267578125,4.653646713095754,0.0,Meets,Prefire
1396,1396,1396,0.0044512576423585415,1.7485430240631104,66.22637176513672,0.2706426680088043,0.06285693496465683,9.9125,1.1841275271606446,4.7365101086425785,4.6546843139301215,0.0,Meets,Prefire
1397,1397,1397,0.004243030212819575,1.7486653327941897,66.23912048339844,0.27109870314598083,0.06286563724279404,8.6375,1.1843554742431641,4.7374218969726565,4.655580350619644,0.0,Meets,Prefire
1398,1398,1398,0.004265843890607357,1.7487798929214478,66.25060272216797,0.2722765505313873,0.06287485361099243,7.5875,1.1845607766723634,4.7382431066894535,4.656387373490818,0.0,Meets,Prefire
1399,1399,1399,0.004351749084889889,1.7488957643508911,66.26084899902344,0.2731931805610657,0.06288304924964905,6.5375,1.184743980102539,4.738975920410156,4.6571075274549285,0.0,Meets,Prefire
1400,1400,1400,0.004241999704390764,1.7490019798278809,66.270751953125,0.2740417122840881,0.06288942694664001,6.2375,1.184921044921875,4.7396841796875,4.657803551167077,0.0,Meets,Prefire
1401,1401,1401,0.004062857944518328,1.7491159439086914,66.28410339355469,0.2747785151004791,0.06289740651845932,9.6125,1.1851597686767579,4.7406390747070315,4.658741949854489,0.0,Meets,Prefire
1402,1402,1402,0.0038717640563845634,1.7492233514785769,66.29852294921875,0.2753600478172302,0.06290727108716965,10.4375,1.1854175903320312,4.741670361328125,4.659755420436893,0.0,Meets,Prefire
1403,1403,1403,0.0037241354584693904,1.7493294477462769,66.30744171142578,0.27606797218322754,0.06291598081588745,5.7125,1.1855770578002929,4.7423082312011715,4.660382270760084,0.0,Meets,Prefire
1404,1404,1404,0.0036256960593163967,1.749427080154419,66.31459808349611,0.2769617140293121,0.06292291730642319,3.6875,1.1857050137329104,4.7428200549316415,4.660885252456538,0.0,Meets,Prefire
1405,1405,1405,0.003539901226758957,1.7495135068893433,66.32209777832031,0.27794840931892395,0.06292922794818878,4.2875,1.1858391082763673,4.743356433105469,4.661412364404952,0.0,Meets,Prefire
1406,1406,1406,0.003447997849434614,1.7496013641357422,66.33242034912111,0.2788863778114319,0.06293672323226929,8.1125,1.1860236758422855,4.744094703369142,4.662137880647277,0.0,Meets,Prefire
1407,1407,1407,0.003336175344884396,1.749695062637329,66.34561157226561,0.2796162664890289,0.06294627487659454,10.4375,1.1862595349121092,4.745038139648437,4.663065018550438,0.0,Meets,Prefire
1408,1408,1408,0.003220002632588148,1.749789476394653,66.35800933837889,0.28019678592681885,0.06295697391033173,10.0625,1.1864812069702146,4.745924827880859,4.6639363887601775,0.0,Meets,Prefire
1409,1409,1409,0.0031151978764683013,1.749881386756897,66.37115478515625,0.2806105315685272,0.06296947598457336,10.5125,1.1867162475585937,4.746864990234375,4.6648603092964125,0.0,Meets,Prefire
1410,1410,1410,0.0030222765635699034,1.7499762773513794,66.38311004638672,0.2809183001518249,0.06298340111970901,9.6125,1.1869300076293945,4.747720030517578,4.665700578292512,0.0,Meets,Prefire
1411,1411,1411,0.0029462394304573536,1.7500668764114382,66.39302825927734,0.281208336353302,0.06299783289432526,8.0375,1.187107345275879,4.748429381103516,4.6663976744603035,0.0,Meets,Prefire
1412,1412,1412,0.002874966943636537,1.7501569986343384,66.40502166748047,0.28136956691741943,0.06301376223564148,10.1375,1.1873217874145507,4.749287149658203,4.66724062459551,0.0,Meets,Prefire
1413,1413,1413,0.002807489130645991,1.750244140625,66.41566467285156,0.2814881205558777,0.06303078681230545,8.7875,1.187512084350586,4.750048337402344,4.667988662406333,0.0,Meets,Prefire
1414,1414,1414,0.002750623039901257,1.7503316402435305,66.42551422119139,0.28159603476524353,0.06304778158664702,8.1875,1.187688194274902,4.750752777099608,4.66868093252373,0.0,Meets,Prefire
1415,1415,1415,0.0027164281345903873,1.7504186630249023,66.43423461914061,0.28187310695648193,0.0630653128027916,7.2875,1.1878441149902341,4.7513764599609365,4.669293840923565,0.0,Meets,Prefire
1416,1416,1416,0.00270032393746078,1.7505017518997192,66.44203186035156,0.2822128534317017,0.06308253109455109,6.2375,1.1879835296630858,4.751934118652343,4.669841865757014,0.0,Meets,Prefire
1417,1417,1417,0.0026680268347263336,1.750582575798035,66.451416015625,0.2824136316776276,0.06310031563043594,8.1875,1.188151318359375,4.7526052734375,4.67050142597731,0.0,Meets,Prefire
1418,1418,1418,0.002620571991428733,1.7506622076034546,66.46147918701172,0.28254181146621704,0.06311922520399094,8.9375,1.1883312478637695,4.753324991455078,4.6712087104737074,0.0,Meets,Prefire
1419,1419,1419,0.00257662683725357,1.7507435083389282,66.47060394287111,0.2826402485370636,0.0631386786699295,8.1125,1.1884943984985354,4.753977593994142,4.671850038948077,0.0,Meets,Prefire
1420,1420,1420,0.002544979564845562,1.7508161067962646,66.47593688964844,0.2829802632331848,0.06315596401691438,2.1875,1.1885897515869142,4.754359006347657,4.672224862195219,0.0,Meets,Prefire
1421,1421,1421,0.0025235009379684925,1.7508869171142578,66.48064422607422,0.28352227807044983,0.06317157298326492,1.2124999,1.188673918762207,4.754695675048828,4.6725557147610095,0.0,Meets,Prefire
1422,1422,1422,0.002502739429473877,1.7509546279907229,66.48573303222656,0.2841659784317017,0.06318613141775131,2.2624998,1.188764906616211,4.755059626464844,4.672913378717868,0.0,Meets,Prefire
1423,1423,1423,0.002509735990315676,1.7510182857513428,66.4918212890625,0.28515130281448364,0.0632006898522377,5.0375,1.1888737646484375,4.75549505859375,4.673341288519328,0.0,Meets,Prefire
1424,1424,1424,0.0025158501230180264,1.7510827779769895,66.49679565429689,0.2858693897724152,0.06321481615304947,2.9375,1.1889627062988284,4.7558508251953135,4.673690909058868,0.0,Meets,Prefire
1425,1425,1425,0.002492724452167749,1.7511388063430786,66.50163269042969,0.2866178452968597,0.06322838366031648,2.8625002,1.1890491925048827,4.756196770019531,4.6740308774976205,0.0,Meets,Prefire
1426,1426,1426,0.002467714948579669,1.7511967420578003,66.50761413574219,0.2873222231864929,0.06324224174022675,5.5625,1.1891561407470703,4.756624562988281,4.674451280109581,0.0,Meets,Prefire
1427,1427,1427,0.0024418283719569445,1.751256227493286,66.51387786865234,0.287995845079422,0.06325693428516388,5.7125,1.1892681362915039,4.757072545166015,4.674891523150932,0.0,Meets,Prefire
1428,1428,1428,0.0024168859235942364,1.751314640045166,66.52004241943361,0.288614422082901,0.06327160447835922,5.8625,1.1893783584594728,4.757513433837891,4.6753247952306065,0.0,Meets,Prefire
1429,1429,1429,0.002392810769379139,1.7513751983642578,66.52613067626953,0.28919872641563416,0.06328678876161575,5.1875,1.1894872164916992,4.757948865966797,4.675752705032066,0.0,Meets,Prefire
1430,1430,1430,0.0023707884829491377,1.751433253288269,66.53170776367189,0.2897525429725647,0.0633026733994484,4.9625,1.1895869348144534,4.758347739257814,4.676144687569494,0.0,Meets,Prefire
1431,1431,1431,0.00235903006978333,1.751492619514465,66.53797912597656,0.2904021143913269,0.06331910938024521,6.5375,1.189699066772461,4.758796267089844,4.676585466838666,0.0,Meets,Prefire
1432,1432,1432,0.002347354777157307,1.7515504360198977,66.54380035400389,0.2908907532691956,0.06333572417497635,5.6375,1.1898031503295896,4.759212601318358,4.6769946086663765,0.0,Meets,Prefire
1433,1433,1433,0.002332823816686869,1.7516005039215088,66.54674530029297,0.29163849353790283,0.06334878504276276,-5.0125003,1.1898558059692383,4.759423223876953,4.677201592605429,0.0,Meets,Prefire
1434,1434,1434,0.0023248502984642982,1.7516437768936155,66.54921722412111,0.2925364971160889,0.06335852295160294,-6.0625,1.1899000039672853,4.759600015869141,4.677375330419556,0.0,Meets,Prefire
1435,1435,1435,0.0023177075199782853,1.7516850233078003,66.55149841308594,0.2935243844985962,0.06336543709039688,-7.412499400000001,1.1899407916259765,4.759763166503906,4.677535662538148,0.0,Meets,Prefire
1436,1436,1436,0.002309751929715276,1.7517213821411133,66.55368804931639,0.2944527864456177,0.06337099522352219,-3.3624997000000003,1.1899799423217772,4.759919769287109,4.677689559922882,0.0,Meets,Prefire
1437,1437,1437,0.0023008356802165517,1.75175678730011,66.55588531494139,0.2953890264034271,0.06337521225214005,-3.8875002999999997,1.190019229431152,4.760076917724608,4.677843993535439,0.0,Meets,Prefire
1438,1438,1438,0.002292935037985444,1.7517874240875244,66.55771636962889,0.2963550388813019,0.06337792426347733,-5.9874997,1.1900519686889646,4.760207874755858,4.677972688212569,0.0,Meets,Prefire
1439,1439,1439,0.0022836208809167147,1.7518184185028076,66.56021881103516,0.2972513735294342,0.06338093429803847,-0.13749993,1.1900967123413086,4.760386849365235,4.678148570937982,0.0,Meets,Prefire
1440,1440,1440,0.002271566540002823,1.75184965133667,66.56314849853516,0.29813212156295776,0.06338450312614441,1.3625001,1.1901490951538085,4.760596380615234,4.678354482421391,0.0,Meets,Prefire
1441,1441,1441,0.002282613888382912,1.7518839836120603,66.56780242919922,0.2993725538253784,0.06338950246572495,5.3375,1.190232307434082,4.760929229736328,4.678681581392432,0.0,Meets,Prefire
1442,1442,1442,0.002291819313541055,1.7519174814224243,66.57200622558594,0.3002144992351532,0.06339599192142488,4.0625,1.1903074713134765,4.761229885253906,4.678977042922011,0.0,Meets,Prefire
1443,1443,1443,0.002276285085827112,1.7519556283950806,66.57533264160156,0.3010323643684387,0.06340306252241135,1.8874999,1.190366947631836,4.761467790527344,4.679210838252133,0.0,Meets,Prefire
1444,1444,1444,0.0022602842655032873,1.7519917488098145,66.5802001953125,0.3017999231815338,0.0634116530418396,5.4875,1.1904539794921876,4.76181591796875,4.679552951602172,0.0,Meets,Prefire
1445,1445,1445,0.0023779580369591713,1.7520360946655271,66.58687591552734,0.3062386512756348,0.06342665106058121,7.4375,1.190573341369629,4.762293365478516,4.680022150945877,0.0,Meets,Prefire
1446,1446,1446,0.002511995146051049,1.7520815134048462,66.59367370605469,0.3091035783290863,0.06344388425350189,7.5125,1.1906948858642579,4.7627795434570315,4.680499929934726,0.0,Meets,Prefire
1447,1447,1447,0.002469179453328252,1.7521295547485352,66.60166931152344,0.31212037801742554,0.0634637102484703,8.9375,1.1908378472900392,4.763351389160157,4.6810618966915305,0.0,Meets,Prefire
1448,1448,1448,0.002429664833471179,1.7521798610687256,66.60853576660156,0.31523677706718445,0.06348516792058945,7.4375,1.1909606195068358,4.763842478027343,4.6815445017307695,0.0,Meets,Prefire
1449,1449,1449,0.0023997100070118904,1.75222647190094,66.61337280273439,0.31834876537323,0.06350718438625336,4.0625,1.1910471057128909,4.764188422851563,4.681884470169525,0.0,Meets,Prefire
1450,1450,1450,0.002377452328801155,1.7522734403610232,66.61740112304689,0.32139259576797485,0.0635286495089531,2.1875,1.1911191320800785,4.764476528320314,4.682167598459213,0.0,Meets,Prefire
